Date,Methane (CH4),Carbon dioxide (CO2),Greenhouse Gas (GHGs),Hydrofluorocarbons (HFCs),Nitrous oxide (N2O),Perfluorocarbons (PFCs),Sulphur hexafluoride (SF6)
1990-12-31,7418.8498399773,57348.8248895493,71184.9250694621,6.48744322957573,5740.25607034319,568.777877571461,101.728948791336
1991-12-31,7415.06090884439,57707.2230393214,71428.0939849877,11.1414994870086,5618.13538790775,573.841409759829,102.691739667336
1992-12-31,7549.98933148781,57451.4900177651,70970.223803815,12.8135741285902,5463.87651944725,389.478381560969,102.575979425256
1993-12-31,7525.95972601442,57493.4493373778,71276.3777782293,30.1981102653253,5674.21443209783,453.209037328576,99.347135145324
1994-12-31,7464.22919216613,59953.8090383714,73788.7376475077,73.2558452047319,5705.98656736734,485.082595504552,106.374408893616
1995-12-31,7367.0977179325,59366.2066097918,73120.4834923318,135.759832015858,5583.88483537467,532.348600770311,135.1858964466
1996-12-31,7375.66432546537,63302.7784000065,77087.9537831434,226.857391963391,5596.06150992964,469.716842211611,116.875313566848
1997-12-31,7305.87401106313,58212.5521332682,72084.2890533913,371.931294937894,5600.58824903133,433.748684715378,159.594680375364
1998-12-31,7198.35026599835,58696.6659510502,72549.4431300785,483.443059106788,5638.95445158367,420.810893873047,111.21850846644
1999-12-31,6998.61675596546,55820.1569175791,69454.6125407364,638.960188016772,5421.42024453902,454.244856916584,121.21357771956
2000-12-31,6833.15739089815,54684.4283163901,68114.6480176375,769.640582996456,5332.71219520223,375.931893376285,118.777638774384
2001-12-31,6760.41882804825,55617.0558462997,68934.2633636994,851.954948399246,5213.16737840993,368.89116549243,122.775197049852
2002-12-31,6513.63045872873,56572.5197216035,69642.1002836225,934.620519264379,5094.19281273677,407.536947025576,119.59982426358
2003-12-31,6303.87942366468,57160.5666051887,70017.2235649835,1003.3728716246,5059.40905920827,404.866492544079,85.129112753172
2004-12-31,6330.34754289553,56475.9190057769,69455.1492477193,1085.12898202862,5068.01885509771,401.046085985921,94.688775934608
2005-12-31,6140.51591924814,53852.8566780823,66624.0304635444,1110.19836292297,4962.55630807026,406.312452385255,151.590742835484
2006-12-31,6027.04950314251,53674.2651981627,66247.3584087813,1134.96409700484,4906.28079752708,392.162162012961,112.636650931188
2007-12-31,5765.06123601231,52940.9044464416,65129.1612350691,1140.46751578497,4745.23540357708,400.114326042797,137.378307210324
2008-12-31,5492.78307283734,50855.9955834723,62753.4323863279,1155.92954424814,4825.63575038462,350.235084930419,72.853350455064
2009-12-31,5338.20649784664,47231.1168383802,58496.7518846553,1154.25036176679,4654.48581391257,48.6807038536539,70.011668895528
2010-12-31,5216.54009122237,53042.2233607854,64467.3069574303,1133.80797204996,4823.48977135496,187.789934098723,63.455827918896
2011-12-31,5066.0020342095,49166.9005986578,60131.4724687147,1105.94271044214,4522.10809991355,215.079652499595,55.439372992056
2012-12-31,4899.56371281017,46692.0074308832,57294.3008642539,1087.92404667023,4482.9970237831,78.677159407086,53.131490700144
2013-12-31,4828.15994134697,45086.3354841233,55607.7104948902,1076.72709740585,4523.2057348327,51.22386418677,42.058372994616
2014-12-31,4701.76939353318,43337.5554131351,53846.3621953635,1102.58079293083,4576.55395754878,82.024040598786,45.878597616816
2015-12-31,4595.54385231961,43336.7554826262,53739.1840869555,1120.84513054125,4597.77218907536,35.131299290958,53.13613310208
2016-12-31,4510.99238424311,42972.5653420075,53285.9358591119,1137.0011624531,4576.73690837872,31.1768041811491,57.463257848304
2017-12-31,4470.49048359077,42306.8160464575,52715.0297739166,1098.0517934649,4757.28267359164,36.5778835086802,45.810893303184
2018-12-31,4380.54599148101,41766.1827222488,51779.2370327545,1034.90083218439,4503.63904637189,61.8696696596042,32.09877080886
