Date,Methane (CH4),Carbon dioxide (CO2),Greenhouse Gas (GHGs),Hydrofluorocarbons (HFCs),Nitrous oxide (N2O),Perfluorocarbons (PFCs),Sulphur hexafluoride (SF6)
1990-12-31,60017.6005313286,169285.872691812,247994.300007144,0.18119293223939,15881.7433301115,2808.42730048,0.47496048
1991-12-31,51333.4383585546,139370.253165321,204473.459437437,0.28668813826203,11191.1520430234,2577.80866752,0.52051488
1992-12-31,47197.3829132835,131072.276566846,191274.10718749,0.44593471938154,11208.7794550405,1794.73668672,0.48563088
1993-12-31,45511.6060749096,122832.305091186,182090.01430682,0.75723491173243,11874.0412693327,1870.7835744,0.52106208
1994-12-31,45139.8453475893,121961.461882256,180133.162537748,1.27402880777119,11050.8170642143,1979.027328,0.73688688
1995-12-31,46097.9109896362,127032.855585614,187227.781103331,2.65700078422256,11739.3099076174,2354.071424,0.97619568
1996-12-31,45916.205308204,130095.925323886,189592.384781302,4.90975378524326,11225.9273332862,2347.8764992,1.54056294
1997-12-31,49814.7754291516,121074.67434503,184139.928578628,10.6189805278188,10897.2584589082,2341.19265219,1.40871282
1998-12-31,47293.7367752291,107561.544307475,166852.830221247,24.2491798763935,9685.80038832687,2285.98509516,1.51447518
1999-12-31,45866.3940027495,90778.1784473023,147899.988542876,40.2576333043805,9130.74783256525,2082.705662178,1.70496477618
2000-12-31,36329.487225284,95455.7605459872,143154.45640279,71.4845699186572,9614.32393192816,1674.7161963,8.68393337196
2001-12-31,34866.5749004353,100357.071280565,146187.173112956,113.712251107691,9468.31985457564,1367.161948212,14.332878060648
2002-12-31,37265.1458876826,101735.332431986,148897.932789535,169.40479364566,8730.48885621863,985.463777646,12.097042356048
2003-12-31,38508.6995442769,105295.172237085,153779.786128218,230.428380076938,9430.40349033312,304.53930993522,10.543166510412
2004-12-31,37110.2320695627,104269.756728272,152551.96871031,296.099932974541,10707.9229497676,153.859737429482,14.097292303656
2005-12-31,37662.0055986911,102694.473334226,151387.139935468,371.174057172974,10548.539730753,95.2794377170412,15.66777690756
2006-12-31,37055.4719860122,105082.793031832,152110.736923025,486.449848456085,9397.83243753211,64.0590924206546,24.130526772036
2007-12-31,36108.5374876169,108440.49325638,154670.41459658,667.402457291848,9395.92004897152,28.181725719833,29.879620599804
2008-12-31,35183.2103815543,105534.579496887,149918.098520968,948.83289952413,8199.8018127893,17.8684562914585,33.805473921336
2009-12-31,33462.133500666,86024.1362338914,128031.302135179,926.381660501528,7563.46610400381,8.156904,47.027732115792
2010-12-31,31036.7050381987,84289.7215619474,124173.343259354,984.4066145483,7792.69044692087,9.132186,60.68741173914
2011-12-31,30198.9993966466,89518.2458428664,129010.353277972,1094.05410558517,8138.51396199966,12.7156,47.824370874168
2012-12-31,30694.098760415,86255.6930244359,125638.734500825,1199.19539228247,7431.57118606783,7.4276,50.748537624132
2013-12-31,30158.6166858784,76875.8936076427,116001.00183522,1300.30742201206,7602.82814912792,6.149,57.206970559308
2014-12-31,30026.6849287365,77432.4172893916,116214.833235329,1374.93038360901,7322.67986085253,6.3449,51.775872739236
2015-12-31,29544.3097124776,77725.6298778275,116418.661623165,1639.28421206524,7450.6643820421,6.5666,52.206838752828
2016-12-31,29011.7996630305,75812.8017938512,114287.850633466,1895.40582078562,7512.6018279091,5.44222014783994,49.799307742164
2017-12-31,28706.5411582317,78077.4897274096,116875.468127059,2179.08579465174,7852.58316027756,5.58080398743762,54.187482500952
2018-12-31,28183.6263406729,76951.2189688293,116115.115012872,2295.10877695675,8618.20808596367,4.97031066164183,61.982529787644
