Date,Methane (CH4),Carbon dioxide (CO2),Greenhouse Gas (GHGs),Hydrofluorocarbons (HFCs),Nitrous oxide (N2O),Perfluorocarbons (PFCs),Sulphur hexafluoride (SF6)
1990-12-31,6044.11666459651,44154.4209480848,53778.8971016929,0.02478119072,3326.81320982872,116.515249727925,137.0062482642
1991-12-31,5973.04256140191,46133.821039985,55658.4883217239,1.50874348170181,3312.40457662425,98.5051030487075,139.20629718228
1992-12-31,5890.16893355638,46009.7044340782,55396.1356109641,15.5519427612223,3258.71048250115,80.6072758529311,141.39254221428
1993-12-31,5780.84515008,43601.0231205789,52921.287979927,32.538013978365,3351.65184698819,34.6950069064982,120.534841395048
1994-12-31,5729.91851791902,42675.8941129142,51914.2320999198,80.1656299637883,3300.50323520279,20.86392973834,106.886674181628
1995-12-31,5729.31725202024,43412.8303104671,52829.7453232585,243.757181413437,3333.12420099056,17.4821227234244,93.234255643728
1996-12-31,5668.3132728964,44098.8196665512,53432.3515522557,295.94268611022,3258.79656024284,20.4071717661076,90.072194688984
1997-12-31,5519.4776194653,43037.2666609755,52303.06564804,360.311737050726,3240.38659116902,20.9618428351576,124.661196544248
1998-12-31,5448.39676350512,44614.821367456,53869.0418356946,456.05684004658,3173.37493484475,23.5732907569966,152.81863908516
1999-12-31,5362.23101279731,44445.8409485479,53658.4649415397,533.349499809722,3144.79021995332,32.133290617042,140.119969814448
2000-12-31,5306.61412106198,43617.5914255673,53080.6966152341,635.959014618111,3307.49147043457,60.921894262209,152.118689289984
2001-12-31,5347.71829465895,45082.4459882986,54601.1167844582,735.875458068719,3247.33628945909,36.7163145126723,151.024439460132
2002-12-31,5303.13867227112,43467.596162515,53068.3826327918,826.577842345671,3274.35900167159,35.8553713091308,160.855582679328
2003-12-31,5222.94714744178,44651.9069911309,54095.7803444325,910.312446483901,3077.78714786758,66.7918179859402,166.034793522396
2004-12-31,5188.62932640958,45236.3994268724,54698.0839979879,1009.61730345954,3004.84648950126,68.9313250904057,189.660126654648
2005-12-31,5203.77434026851,45788.2349636509,55414.4149669834,1047.96437354054,3116.8700393002,50.2539719313493,207.317278291944
2006-12-31,5220.2570251347,45373.6830770009,55022.3962805621,1159.58576225122,3009.66495616133,62.2703114685642,196.93514854542
2007-12-31,5202.42494415774,43368.3664038924,53159.3401368222,1252.74923194295,3105.13661192123,52.3956625819756,178.267282325892
2008-12-31,5272.98940440767,44714.3099715288,54524.8294921698,1274.66431771433,2979.0615183738,44.6331876283557,239.047752520848
2009-12-31,5180.89206516704,43534.7155398996,53082.1139263271,1272.05737432699,2868.55234278777,35.3749339694422,182.874047076204
2010-12-31,5154.2736822446,45049.5515778933,54726.7212041305,1308.24993521354,3012.86069292004,37.7956924822802,151.309692216828
2011-12-31,5099.14480718212,40985.5235473301,50615.8321260689,1380.05358665696,2941.78566565208,36.0616354139869,163.935409833708
2012-12-31,5070.7747738083,42254.722400681,52037.4156953803,1453.07071234832,3001.27731057039,38.7869734952404,218.24108205696
2013-12-31,5006.72996912832,43185.8372780625,52816.4917072044,1432.16070647779,2901.26654139889,27.7504832618841,262.604552815056
2014-12-31,5003.62120444444,39234.4328189085,48877.3899455322,1468.95079871041,2881.23361274164,22.5452960912058,266.000834405976
2015-12-31,4974.08886834194,38733.1931159201,48412.4992313201,1507.5173835182,2910.24232318132,25.5483119154939,261.178878173088
2016-12-31,4930.18894661626,39192.6094780623,48725.3116233396,1480.4558230115,2888.99877529871,19.5228543500375,212.767814160816
2017-12-31,4868.48522402396,38182.2650262948,47873.184779084,1504.25329276777,3082.52391368377,31.9997110135878,202.854044887092
2018-12-31,4839.98573529328,36895.4848348313,46332.5072273397,1524.04966346525,2879.64599714282,35.6393203022792,157.199079404736
