,Year,Predicted,Actual,Error,Country
16,2006,3110.8935231683236,3116.8700393002,-5.976516131876451,Turkey
17,2007,3100.739511812408,3009.66495616133,91.0745556510783,Turkey
18,2008,3048.6156043993856,3105.13661192123,-56.52100752184424,Turkey
19,2009,2979.9730827590292,2979.0615183738,0.9115643852292123,Turkey
20,2010,2967.2774626938053,2868.5523427877697,98.72511990603562,Turkey
21,2011,2931.126196053672,3012.8606929200405,-81.73449686636832,Turkey
22,2012,3020.7598548814376,2941.7856656520808,78.97418922935685,Turkey
23,2013,2989.1939498986003,3001.27731057039,-12.083360671789706,Turkey
24,2014,2917.6484937227215,2901.26654139889,16.381952323831683,Turkey
25,2015,2915.6600710074417,2881.23361274164,34.42645826580156,Turkey
26,2016,3000.019492819746,2910.24232318132,89.77716963842613,Turkey
27,2017,2996.3906490255977,2888.9987752987104,107.3918737268873,Turkey
28,2018,3042.4623441130398,3082.52391368377,-40.06156957073017,Turkey
0,1990,43850.151719229674,,,United States
1,1991,46037.594345286576,46210.681649748796,-173.08730446222035,United States
2,1992,44310.36081582011,46429.757935855305,-2119.3971200351953,United States
3,1993,42917.067741975334,41516.6384765447,1400.4292654306337,United States
4,1994,38742.40230428256,37282.0985114523,1460.3037928302583,United States
5,1995,38340.95521778354,37919.917537017594,421.0376807659486,United States
6,1996,36369.957127757516,36660.3265073613,-290.3693796037842,United States
7,1997,35656.00999017962,36650.5644383815,-994.5544482018813,United States
8,1998,38186.606432555534,36903.9084609115,1282.6979716440328,United States
9,1999,33930.464610812545,36864.3005943283,-2933.8359835157535,United States
10,2000,27713.166339153686,27341.8317819604,371.3345571932841,United States
11,2001,27798.915429434273,26685.8638505239,1113.0515789103738,United States
12,2002,25660.767689694767,25163.448869853197,497.3188198415701,United States
13,2003,23220.013097539602,23534.369083178906,-314.355985639304,United States
14,2004,26112.998313323507,23110.381658113998,3002.616655209509,United States
15,2005,22693.954943559947,23652.45936441,-958.5044208500512,United States
16,2006,21508.347052312572,22746.4326563864,-1238.085604073829,United States
17,2007,21455.1884247736,21607.7465119857,-152.55808721209905,United States
18,2008,21027.78840001821,21659.081697143,-631.2932971247901,United States
19,2009,21275.496500969195,21018.245194632294,257.2513063369006,United States
20,2010,15826.685571034002,19565.4405807703,-3738.7550097362982,United States
21,2011,19521.36582397268,19905.2237415032,-383.85791753052035,United States
22,2012,18928.33110870287,19118.334323608102,-190.0032149052313,United States
23,2013,18461.366497749957,18983.2641422338,-521.8976444838408,United States
24,2014,21532.225814061938,18914.2197981157,2618.0060159462373,United States
25,2015,23094.75865803988,19506.5016001591,3588.257057880779,United States
26,2016,25192.417451349727,19012.3181959651,6180.099255384626,United States
27,2017,28535.838104428956,18940.063181684895,9595.774922744062,United States
28,2018,31724.272193496785,19306.3730951846,12417.899098312184,United States
