,Year,Predicted,Actual,Error,Country
13,2003,4285.490171448568,4209.039550589079,76.45062085948848,Japan
14,2004,5165.835980756663,5224.37160928023,-58.53562852356663,Japan
15,2005,6434.943785658976,6458.33652099588,-23.39273533690448,Japan
16,2006,7723.293544147258,7616.968426849309,106.32511729794896,Japan
17,2007,8552.86284460623,8739.713457050191,-186.85061244396093,Japan
18,2008,9515.485306880271,9452.06408097136,63.421225908910856,Japan
19,2009,10407.385288432011,10389.6585546155,17.726733816511114,Japan
20,2010,11254.220037952824,11203.255672995,50.96436495782473,Japan
21,2011,12021.615202386041,12052.908370448999,-31.293168062957193,Japan
22,2012,12690.633995539838,12968.929664193101,-278.2956686532634,Japan
23,2013,13231.497566447244,13596.1298799706,-364.63231352335606,Japan
24,2014,13848.689022150302,14267.7723846002,-419.08336244989914,Japan
25,2015,14272.83635825798,14917.7743344425,-644.9379761845194,Japan
26,2016,14817.21425200525,15388.7755301647,-571.56127815945,Japan
27,2017,15320.114628016,15963.3819772683,-643.2673492523008,Japan
28,2018,15425.87745750204,16407.9083486214,-982.0308911193606,Japan
0,1990,11602.527088052724,,,New Zealand
1,1991,4372.937989775717,5606.3288,-1233.390810224283,New Zealand
2,1992,5409.663108589142,4366.074000000001,1043.5891085891408,New Zealand
3,1993,5268.224238264229,5621.292034,-353.06779573577114,New Zealand
4,1994,7157.463803688894,6311.61511,845.848693688894,New Zealand
5,1995,9122.395780691004,8159.226971999998,963.1688086910062,New Zealand
6,1996,7114.256198768155,7570.524481000659,-456.26828223250413,New Zealand
7,1997,9721.083938229669,9593.31097500152,127.77296322814982,New Zealand
8,1998,10195.462985497143,10198.4529199986,-2.989934501456446,New Zealand
9,1999,8872.33211585162,11568.7216350007,-2696.389519149081,New Zealand
10,2000,7372.307141051642,6012.707505001171,1359.5996360504714,New Zealand
11,2001,5208.004299604945,4765.18279600039,442.8215036045549,New Zealand
12,2002,2008.6848367243801,2069.6092790011608,-60.92444227678061,New Zealand
13,2003,1774.6022756395687,1813.0065689999496,-38.40429336038096,New Zealand
14,2004,1761.8311495596427,1817.1293622705105,-55.2982127108678,New Zealand
15,2005,2312.916543032523,1911.11528172125,401.8012613112728,New Zealand
16,2006,1822.3551380516437,1734.1554775720801,88.19966047956359,New Zealand
17,2007,1675.618398168037,1990.38473593324,-314.76633776520316,New Zealand
18,2008,1657.669947950155,2130.62009813074,-472.9501501805853,New Zealand
19,2009,2809.889549209038,2242.69905102488,567.1904981841576,New Zealand
20,2010,-789.781870196457,2350.1788360033897,-3139.9607061998468,New Zealand
21,2011,1526.310361115873,2660.91224675172,-1134.6018856358469,New Zealand
22,2012,4279.044106699279,2435.95379281315,1843.090313886129,New Zealand
23,2013,2127.671987605805,2395.1938669477104,-267.52187934190533,New Zealand
24,2014,3529.849732369199,2040.65274731599,1489.1969850532091,New Zealand
25,2015,566.5492206012859,1622.99402840981,-1056.444807808524,New Zealand
26,2016,-609.1356656919379,1801.1716144098102,-2410.307280101748,New Zealand
27,2017,-1159.8171181713114,1617.7575388362698,-2777.574657007581,New Zealand
28,2018,93.91308857314289,1558.44940883627,-1464.5363202631272,New Zealand
0,1990,64.71861038547013,,,Russia
1,1991,-16.75313630731489,0.18119293223939,-16.93432923955428,Russia
2,1992,18.59823773802691,0.28668813826203005,18.31154959976488,Russia
3,1993,24.787241873871608,0.44593471938154,24.341307154490067,Russia
4,1994,-0.4214743299235124,0.75723491173243,-1.1787092416559424,Russia
5,1995,-15.124834048200682,1.27402880777119,-16.398862855971874,Russia
6,1996,-35.60934683235337,2.65700078422256,-38.26634761657593,Russia
7,1997,27.941185999982736,4.90975378524326,23.031432214739475,Russia
8,1998,11.309350593921408,10.6189805278188,0.6903700661026075,Russia
9,1999,36.540879463312194,24.249179876393494,12.2916995869187,Russia
10,2000,34.9139097807365,40.2576333043805,-5.343723523643995,Russia
11,2001,104.36541565808511,71.4845699186572,32.88084573942791,Russia
12,2002,102.08498609798244,113.712251107691,-11.627265009708566,Russia
13,2003,142.49680671357146,169.40479364566005,-26.90798693208859,Russia
14,2004,221.9263154391283,230.42838007693803,-8.502064637809724,Russia
15,2005,266.3841730584454,296.099932974541,-29.71575991609558,Russia
16,2006,396.1959235074937,371.174057172974,25.0218663345197,Russia
17,2007,530.8587178217604,486.4498484560849,44.40886936567546,Russia
18,2008,675.6927731840551,667.402457291848,8.290315892207104,Russia
19,2009,914.439692544478,948.83289952413,-34.39320697965195,Russia
20,2010,1145.0676532744837,926.381660501528,218.68599277295573,Russia
21,2011,955.8407654300181,984.4066145483,-28.565849118281903,Russia
22,2012,1059.1983623594897,1094.05410558517,-34.85574322568027,Russia
23,2013,1244.2957211510711,1199.19539228247,45.10032886860108,Russia
24,2014,1186.916859940272,1300.30742201206,-113.39056207178805,Russia
25,2015,1303.0124839105401,1374.93038360901,-71.91789969846991,Russia
26,2016,1371.7777040172668,1639.28421206524,-267.50650804797306,Russia
27,2017,1556.7228730229208,1895.40582078562,-338.6829477626993,Russia
28,2018,1742.2663598259978,2179.08579465174,-436.81943482574206,Russia
0,1990,-35.193990080098956,,,Spain
1,1991,-11.776555442117342,0.02478119072,-11.801336632837343,Spain
2,1992,7.757397963139283,1.5087434817018102,6.248654481437473,Spain
3,1993,7.849379208315213,15.5519427612223,-7.702563552907087,Spain
4,1994,30.112416648478757,32.538013978365,-2.4255973298862443,Spain
5,1995,148.21134153615753,80.1656299637883,68.04571157236923,Spain
6,1996,193.08095097125056,243.757181413437,-50.67623044218644,Spain
7,1997,280.02338056370127,295.94268611022005,-15.919305546518785,Spain
8,1998,389.29028244585766,360.3117370507261,28.97854539513156,Spain
9,1999,445.46227577986247,456.05684004657996,-10.594564266717498,Spain
10,2000,551.3337456642273,533.349499809722,17.984245854505275,Spain
11,2001,628.607620160351,635.9590146181109,-7.351394457759966,Spain
12,2002,716.6791401419746,735.875458068719,-19.196317926744427,Spain
13,2003,808.3324449757347,826.5778423456709,-18.2453973699362,Spain
14,2004,924.2947807882933,910.3124464839012,13.982334304392111,Spain
15,2005,999.8693643401398,1009.6173034595403,-9.747939119400485,Spain
16,2006,1083.0930086232743,1047.96437354054,35.12863508273426,Spain
17,2007,1156.9953398543034,1159.5857622512199,-2.5904223969164377,Spain
18,2008,1238.4007638333965,1252.74923194295,-14.34846810955355,Spain
19,2009,1274.8957281768544,1274.66431771433,0.23141046252430897,Spain
20,2010,1359.9697360079463,1272.0573743269902,87.91236168095611,Spain
21,2011,1364.3533688636207,1308.24993521354,56.10343365008066,Spain
22,2012,1385.6588304790935,1380.05358665696,5.605243822133389,Spain
23,2013,1401.4314745669171,1453.07071234832,-51.639237781402926,Spain
24,2014,1402.9047195928579,1432.16070647779,-29.2559868849321,Spain
25,2015,1428.9918286789489,1468.9507987104098,-39.95897003146092,Spain
26,2016,1376.5064257607683,1507.5173835182004,-131.01095775743215,Spain
27,2017,1406.51011177985,1480.4558230115,-73.94571123164997,Spain
28,2018,1364.2317267877347,1504.2532927677698,-140.02156598003512,Spain
0,1990,-21.038778546515914,,,Switzerland
1,1991,9.140393432506698,6.487443229575732,2.652950202930967,Switzerland
2,1992,12.806224198723157,11.1414994870086,1.6647247117145572,Switzerland
3,1993,-21.023824817542845,12.8135741285902,-33.83739894613305,Switzerland
4,1994,6.8579484839374345,30.198110265325305,-23.34016178138787,Switzerland
5,1995,88.99038440626009,73.2558452047319,15.734539201528193,Switzerland
6,1996,150.38415205253568,135.759832015858,14.624320036677688,Switzerland
7,1997,250.7421441783531,226.857391963391,23.884752214962106,Switzerland
8,1998,343.8526165532139,371.931294937894,-28.078678384680074,Switzerland
9,1999,533.5663165977885,483.44305910678804,50.12325749100046,Switzerland
10,2000,656.8544891643148,638.960188016772,17.89430114754282,Switzerland
11,2001,751.3750746152548,769.640582996456,-18.265508381201244,Switzerland
12,2002,864.371911056432,851.9549483992461,12.41696265718599,Switzerland
13,2003,945.2354621358008,934.6205192643788,10.614942871422045,Switzerland
14,2004,998.9211239984372,1003.3728716246001,-4.451747626162842,Switzerland
15,2005,1041.3077546046761,1085.12898202862,-43.82122742394381,Switzerland
16,2006,1087.4283657771414,1110.1983629229699,-22.769997145828484,Switzerland
17,2007,1140.5112983765762,1134.96409700484,5.547201371736264,Switzerland
18,2008,1153.5242490497405,1140.46751578497,13.056733264770628,Switzerland
19,2009,1162.2795787659898,1155.92954424814,6.3500345178497355,Switzerland
20,2010,1124.6412558857483,1154.25036176679,-29.60910588104184,Switzerland
21,2011,1190.3699083517324,1133.80797204996,56.56193630177245,Switzerland
22,2012,1175.0537484087902,1105.94271044214,69.1110379666502,Switzerland
23,2013,1154.2055953809179,1087.9240466702302,66.28154871068773,Switzerland
24,2014,1165.7038730499514,1076.7270974058501,88.97677564410128,Switzerland
25,2015,1167.5112594126979,1102.58079293083,64.93046648186782,Switzerland
26,2016,1183.600916314131,1120.84513054125,62.75578577288093,Switzerland
27,2017,1108.3214943588114,1137.0011624531,-28.679668094288672,Switzerland
