,Year,Predicted,Actual,Error,Country
22,2012,60559.34417348632,60131.472468714695,427.87170477162726,Switzerland
23,2013,59966.322170191015,57294.3008642539,2672.0213059371163,Switzerland
24,2014,60057.53889057448,55607.7104948902,4449.828395684279,Switzerland
25,2015,60641.52369909562,53846.36219536349,6795.161503732132,Switzerland
26,2016,60642.6037187927,53739.18408695549,6903.419631837212,Switzerland
27,2017,61199.17748219432,53285.9358591119,7913.2416230824165,Switzerland
28,2018,58595.02894972908,52715.0297739166,5879.999175812482,Switzerland
0,1990,54385.52308785518,,,Turkey
1,1991,54632.30689848072,53778.8971016929,853.4097967878188,Turkey
2,1992,54594.29232219016,55658.4883217239,-1064.1959995337384,Turkey
3,1993,53850.120665252165,55396.1356109641,-1546.0149457119333,Turkey
4,1994,53617.41939216768,52921.287979927,696.1314122406766,Turkey
5,1995,52700.70114594689,51914.232099919805,786.4690460270867,Turkey
6,1996,52978.8095200775,52829.745323258496,149.06419681900297,Turkey
7,1997,53102.62916289923,53432.351552255706,-329.7223893564733,Turkey
8,1998,52888.031753377465,52303.06564804,584.9661053374657,Turkey
9,1999,53178.735065981135,53869.0418356946,-690.3067697134684,Turkey
10,2000,54675.65597408169,53658.4649415397,1017.1910325419885,Turkey
11,2001,53611.87685253756,53080.696615234105,531.1802373034589,Turkey
12,2002,53717.101729452115,54601.1167844582,-884.0150550060862,Turkey
13,2003,54244.983478011476,53068.3826327918,1176.6008452196766,Turkey
14,2004,54000.21328878039,54095.7803444325,-95.5670556521145,Turkey
15,2005,54397.52760340397,54698.0839979879,-300.55639458393125,Turkey
16,2006,54252.22505926133,55414.4149669834,-1162.1899077220733,Turkey
17,2007,54051.778585250606,55022.3962805621,-970.6176953114918,Turkey
18,2008,54427.974060875626,53159.3401368222,1268.633924053429,Turkey
19,2009,54504.369108428466,54524.8294921698,-20.460383741337864,Turkey
20,2010,55698.34710731567,53082.113926327096,2616.2331809885727,Turkey
21,2011,55985.11851817733,54726.721204130496,1258.397314046837,Turkey
22,2012,57105.72300112252,50615.8321260689,6489.890875053621,Turkey
23,2013,58217.90919852437,52037.4156953803,6180.493503144069,Turkey
24,2014,59269.21187079257,52816.491707204405,6452.720163588165,Turkey
25,2015,60626.05906499598,48877.389945532195,11748.669119463782,Turkey
26,2016,62159.67971955585,48412.4992313201,13747.180488235746,Turkey
27,2017,64502.21035489891,48725.3116233396,15776.898731559311,Turkey
28,2018,65207.86136530455,47873.184779084004,17334.676586220543,Turkey
0,1990,782427.052867728,,,United States
1,1991,796557.2878226091,797812.043911531,-1254.7560889219167,United States
2,1992,800830.7478049854,807236.091914763,-6405.344109777594,United States
3,1993,787438.9734349893,786435.906206341,1003.0672286483459,United States
4,1994,767603.4889193496,767022.4972480391,580.9916713105049,United States
5,1995,768000.3222379354,758171.048580819,9829.27365711634,United States
6,1996,763854.906475703,751691.004751488,12163.901724215015,United States
7,1997,754708.8090850869,773629.7801975091,-18920.97111242218,United States
8,1998,756713.9521850611,748416.322334743,8297.629850318073,United States
9,1999,736722.1395071454,747129.659071117,-10407.51956397167,United States
10,2000,717722.5953628175,716725.958142813,996.6372200045735,United States
11,2001,723052.748884704,716279.7099271341,6773.038957569865,United States
12,2002,716208.4338012919,719097.192264081,-2888.758462789119,United States
13,2003,702701.8028494208,699596.359216794,3105.4436326267896,United States
14,2004,709946.3864793994,706682.23096604,3264.15551335935,United States
15,2005,703279.3269137386,703280.269703178,-0.9427894393447787,United States
16,2006,689632.4293202775,695430.660399669,-5798.231079391437,United States
17,2007,685797.0323852369,688259.169122062,-2462.1367368251085,United States
18,2008,672818.3016993717,676546.331109382,-3728.02941001032,United States
19,2009,661965.0233667442,656112.4735079,5852.5498588441405,United States
20,2010,646336.1364527598,600031.686156189,46304.450296570896,United States
21,2011,644165.984786264,614493.218705857,29672.76608040696,United States
22,2012,645064.1990007228,567259.486848784,77804.71215193882,United States
23,2013,634168.1608235621,583865.702095406,50302.45872815605,United States
24,2014,636274.5824556235,570218.675811016,66055.90664460754,United States
25,2015,636309.529008232,529981.2799659211,106328.24904231098,United States
26,2016,638269.3816748214,512121.42182387295,126147.95985094842,United States
27,2017,645346.9712877315,486371.70332206,158975.26796567155,United States
28,2018,657741.3153447682,475259.7648626179,182481.55048215034,United States
